No.,Title,Artist,Year,duration_sec,genre,url,lyrics
3,If I Ain't Got You,Alicia Keys,2004,228.706,r&b,https://www.songlyrics.com/alicia-keys/if-i-aint-got-you-lyrics/,"Some people live for the fortune
Some people live just for the fame
Some people live for the power, yeah
Some people live just to play the game
Some people think that the physical things
Define what's within
And I've been there before
I know that life's a bore
So full of the superficial
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, yeah
Some people search for a fountain
That promises forever young
Some people need three dozen roses
And that's the only way to prove you love him
Hand me the world on a silver platter
And what good would it be?
With no one to share
With no one who truly cares for me
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, you, you
Some people want it all
But I don't want nothing at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you, yeah
If I ain't got you with me, baby
Said nothing in this whole wide world don't mean a thing
If I ain't got you with me, baby"
1,We Belong Together,Mariah Carey,2005,201.4,christmas,https://www.songlyrics.com/mariah-carey/we-belong-together-lyrics/,"Ooh, oh, ooh, oh
Sweet love, yeah
I didn't mean it
When I said I didn't love you, so
I should have held on tight
I never shoulda let you go
I didn't know nothing
I was stupid, I was foolish
I was lying to myself
I could not fathom that I would ever
Be without your love
Never imagined I'd be
Sitting here beside myself
â€~Cause I didn't know you
â€~Cause I didn't know me
But I thought I knew everything
I never felt
The feeling that I'm feeling
Now that I don't hear your voice
Or have your touch and kiss your lips
â€~Cause I don't have a choice
Oh, what I wouldn't give
To have you lying by my side
Right here, â€~cause baby
When you left I lost a part of me
It's still so hard to believe
Come back baby, please
â€~Cause we belong together
Who else am I gon' lean on
When times get rough?
Who's gonna talk to me on the phone
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh, baby baby, we belong together
I can't sleep at night
When you are on my mind
Bobby Womack's on the radio
Saying to me
""If you think you're lonely now""
Wait a minute
This is too deep
(Too deep)
I gotta change the station
So I turn the dial
Trying to catch a break
And then I hear Babyface
""I only think of you""
And it's breaking my heart
I'm trying to keep it together
But I'm falling apart
I'm feeling all out of my element
I'm throwing things, crying
Trying to figure out
Where the hell I went wrong
The pain reflected in this song
It ain't even half of what
I'm feeling inside
I need you, need you back in my life, baby
When you left I lost a part of me
And it's still so hard to believe
Come back baby, please
â€~Cause we belong together
Who else am I gon' lean on
When times get rough?
Who's gonna talk to me on the phone
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh, baby baby, we belong together, baby
When you left I lost a part of me
It's still so hard to believe
Come back baby, please
â€~Cause we belong together
Who am I gonna lean on
When times get rough?
Who's gonna talk to me
Till the sun comes up?
Who's gonna take your place?
There ain't nobody better
Oh baby, baby
We belong together"
2,Hollaback Girl,Gwen Stefani,2005,199.853,NA,https://www.songlyrics.com/gwen-stefani/hollaback-girl-lyrics/,"Uh huh, this is my shit
All the girls stomp your feet like this
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
Ooh, ooh, this is my shit, this is my shit (×4)
I heard that you were talking shit
And you didn't think that I would hear it
People hear you talking like that,
Getting everybody fired up
So I'm ready to attack, gonna lead the pack
Gonna get a touchdown, gonna take you out
That's right, put your pom-poms downs
Getting everybody fired up
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
Ooh, ooh, this is my shit, this is my shit (×4)
So that's right dude, meet me at the bleachers
No principals, no student-teachers
Both of us want to be the winner, but there can only be one
So I'm gonna fight, gonna give it my all
Gonna make you fall, gonna sock it to you
That's right I'm the last one standing, another one bites the dust
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
Ooh, ooh, this is my shit, this is my shit (×4)
Let me hear you say this shit is bananas
B-a-n-a-n-a-s
(This shit is bananas)
(B-a-n-a-n-a-s)
Again
This shit is bananas
B-a-n-a-n-a-s
(This shit is bananas)
(B-a-n-a-n-a-s)
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl
Ooh, ooh, this is my shit, this is my shit (×4)
Compositor: Chad Hugo / Gwen Stefani / Pharrell Williams"
3,Let Me Love You,Mario,2005,256.733,r&b,https://www.songlyrics.com/mario/let-me-love-you-lyrics/,"Mm uh mm yeah
Mm mm yeah yeah yeah
Mm uh mm mm yeah
Mm mm yeah yeah
Baby I just don't get it, do you enjoy being hurt?
I know you smelled the perfume, the makeup on his shirt
You don't believe his stories, you know that they're all lies
Bad as you are, you stick around and I just don't know why
If I was ya man
(Baby you'd)
Never worry 'bout
(What I do)
I'd be coming home
(Back to you)
Every night, doin' you right
You're the type of woman
(Deserves good things)
Fistful of diamonds
(Hand full of rings)
Baby, you're a star
I just want to show you you are
You should let me love you
Let me be the one to give you everything you want and need
Baby, good love and protection
Make me your selection
Show you the way love's supposed to be
Baby you should let me love you, love you, love you, love you, yeah
Listen
Your true beauty's description looks so good that it hurts
You're a dime plus ninety-nine and it's a shame
Don't even know what you're worth
Everywhere you go they stop and stare
'Cause you're bad and it shows
From your head to your toes, out of control, baby you know
If I was your man
(Baby you'd)
Never worry 'bout
(What I do)
I'd be coming home
(Back to you)
Every night, doin' you right
You're the type of woman
(Deserves good things)
Fistful of diamonds
(Hand full of rings)
Baby, you're a star
I just want to show you, who you are
You should let me love you
Let me be the one to give you everything you want and need
Ooh baby, good love and protection
Woah, make me your selection show you the way love's supposed to be
Baby, you should let me
(You deserve better, girl)
You know you deserve better
(We should be together girl)
Baby, with me and you it's whatever girl, hey
So can we make this thing ours?
You should let me love you
(Let me be the one to give you everything you want and need)
Let me be the one to give
Everything you need
(Good love and protection)
Said every thing
(Make me your selection)
Will you take me baby?
Show you the way love's supposed to be (Ooh)
Baby you should let me love you
(Let me be the one to give you everything you want and need)
I'll give you everything
That good love and protection
Make me your selection show you the way love's supposed to be
Hey
Hey
(You should let me love you)
Love you
(Let me be the one to give you everything you want and need)
The one to
Everything you need oooh, baby
(Good love and protection)
Protection
Make me your selection (selection, baby)
Show you the way love's supposed to be
(Yeah)
Let me love you
That's all you need baby"
1,Bad Day,Daniel Powter,2006,233.64,NA,https://www.songlyrics.com/daniel-powter/bad-day-lyrics/,"Where is the moment we needed the most
You kick up the leaves and the magic is lost
They tell me your blue skies fade to grey
They tell me your passion's gone away
And I don't need no carryin' on
You stand in the line just ahead of the law
You're faking a smile with the coffee you go
You tell me your life's been way off line
You're falling to pieces everytime
And I don't need no carryin' on
Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
You had a bad day
Well you need a blue sky holiday
The point is they laugh at what you say
And I don't need no carryin' on
You had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
(Oh. Holiday.)
Sometimes the system goes on the blink
And the whole thing turns out wrong
You might not make it back and you know
That you could be well oh that strong
And I'm not wrong
So where is the passion when you need it the most
Oh you and I
You kick up the leaves and the magic is lost
Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
You've seen what you like
And how does it feel for one more time
You had a bad day
You had a bad day
Had a bad day
Had a bad day"
2,Temperature,Sean Paul,2006,218.573,dancehall,https://www.songlyrics.com/sean-paul/temperature-lyrics/,"The gal dem Schillaci, Sean da Paul
So me give it to, so me give to, so me give it to, to all girls
Five million and forty naughty shorty
Baby girl, all my girls, all my girls, Sean da Paul sey
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
Make I see the gal them bruk out pon the floor
From you don't want no worthless performer
From you don't want no man wey can't turn you on gal
Make I see your hand them up on ya
Can't tan pon it long, naw eat no yam, no steam fish, nor no green banana
But down in Jamaica we give it to you hot like a sauna
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
Bumper exposed and gal you got your chest out
But you no wasters â€~cause gal you impress out
And if you des out a me you fi test out
â€~Cause I got the remedy to make you de-stress out
Me haffi flaunt it because me God Bless out
And girl if you want it you haffi confess out
A no lie weh we need set speed a fi test the mattress out
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
Gal don't say me crazy now, this Strangelove it a no Bridgette and Flava show
Time fi a make baby now so stop gwaan like you a act shady yo
Woman don't play me now, â€~cause a no Fred Sanford nor Grady yo
My lovin' is the way to go, my lovin' is the way to go
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
When you roll with a player like me, with a bredda like me gal there is no other
No need to talk it right here just park it right here, keep it undercover
From me love how you fit inna you blouse and you fat inna you jeans
And mi waan discover
Everything â€~bout you baby girl can you hear when me utter?
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
Make I see the gal them bruk out pon the floor
From you don't want no worthless performer
From you don't want no man wey can't turn you on gal
Mek I see your hand them up on ya
Can't tan pon it long, naw eat no yam, no steam fish, nor no green banana
But down in Jamaica we give it to you hot like a sauna
Well woman the way the time cold I wanna be keepin' you warm
I got the right temperature fi shelter you from the storm
Oh lord, and gal I got the right tactics to turn you on, and girl I
Wanna be the Papa, you can be the Mom, oh oh!
Oh oh! Oh oh! Oh oh!"
3,Promiscuous,Nelly Furtado featuring Timbaland,2006,243.493,NA,https://www.songlyrics.com/nelly-furtado-featuring-timbaland/promiscuous-lyrics/,"Am I throwing you off?
Nope
Didnt think so
How you doin young lady
That feelin that you givin really drivin' me crazy
You dont have ta play about the joke
I was at a loss of words first time that we spoke
If you looking for a girl thatll treat you right
If you lookin for her in the day time with the light
You might be the type if I play my cards right
I'll find out by the end of the night
You expect me to just let you hit it
But will you still respect me if you get it
All I can do is try, gimme one chance
Whats the problem I dont see no ring on your hand
I be the first to admit it
Im curious about you, you seem so innocent
You wanna get in my world, get lost in it
Boy Im tired of running, let's walk for a minute
Promiscuous girl, wherever you are
Im all alone and it's you that I want
Promiscuous boy, you already know
That Im all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, are you ready?
Roses are red, some diamonds are blue
Chivalry is dead but you're still kinda cute
Hey, I can't keep my mind off you
Where you at, do you mind if I come through
Im out of this world come with me to my planet
Get you on my level do you think that you can handle it?
They call me Thomas, last name Crown
Recognize game I'm a lay mine's down
I'm a big girl I can handle myself
But if I get lonely Ima need your help
Pay attention to me I don't talk for my health
I want you on my team, so does everybody else
Baby, we can keep it on the low
Let your guard down aint nobody gotta know
If you with it girl I know a place we can go
What kind of girl do you take me for?
Promiscuous girl, wherever you are
Im all alone and it's you that I want
Promiscuous boy, you already know
That Im all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, are you ready?
Don't be mad, don't get mean
Don't get mad, don't be mean
Hey, Don't be mad, don't get mean
Don't get mad, don't be mean
Wait, I don't mean no harm
I can see you with my T-shirt on
I can see you with nothing on
Feeling on me before you bring that on
Bring that on, you know what I mean
Girl, Im a freak you shouldn't say those things
Im only trying to get inside your brain
To see if you can work me the way you say
It's okay, it's alright
I got something that you gon' like
Hey, is that the truth or are you talking trash
Is your game M.V.P. like Steve Nash
Promiscuous girl, wherever you are
Im all alone and it's you that I want
Promiscuous boy, I'm calling your name
But you're driving me crazy the way you're making me wait
Promiscuous girl, you're teasing me
You know what I want and I got what you need
Promiscuous boy, we're one in the same
So we don't gotta play games no more"
1,Irreplaceable,Beyonc,2007,227.853,NA,https://www.songlyrics.com/beyonc/irreplaceable-lyrics/,"To the left, to the left
To the left, to the left (mmm)
To the left, to the left
Everything you own in the box to the left
In the closet, that's my stuff
Yes, if I bought it, please don't touch
And keep talking that mess, that's fine
But could you walk and talk at the same time? And
It's my name that's on that Jag
So remove your bags, let me call you a cab
Standing in the front yard
Tellin' me how I'm such a fool
Talking 'bout how I'll never ever find a man like you
You got me twisted
You must not know 'bout me, you must not know 'bout me
I could have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me, you must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking
You're irreplaceable
So go ahead and get gone
Call up that chick and see if she's home
Oops, I bet you thought that I didn't know
What did you think I was puttin' you out for?
Because you was untrue
Rolling her around in the car that I bought you
Baby, drop them keys
Hurry up before your taxi leaves
Standing in the front yard
Tellin' me how I'm such a fool
Talking 'bout how I'll never ever find a man like you
You got me twisted
You must not know 'bout me, you must not know 'bout me
I could have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me, you must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking
You're irreplaceable
So since I'm not your everything
How about I'll be nothing?
Nothing at all to you
Baby, I won't shed a tear for you
I won't lose a wink of sleep
'Cause the truth of the matter is
Replacing you is so easy
To the left, to the left
To the left, to the left (mmm)
To the left, to the left
Everything you own in the box to the left
To the left, to the left
Don't you ever for a second get to thinking
You're irreplaceable
You must not know 'bout me, you must not know 'bout me
I can have another you in a minute
Matter of fact, he'll be here in a minute, baby
You must not know 'bout me, you must not know 'bout me
I can have another you by tomorrow
So don't you ever for a second get to thinking, baby
You must not know 'bout me, you must not know 'bout me
I can have another you in a minute
Matter of fact, he'll be here in a minute
You could pack all you things, we're finished (you must not know 'bout me)
'Cause you made your bed, now lay in it (you must not know 'bout me)
I can have another you by tomorrow
Don't you ever for a second get to thinking
You're irreplaceable"
2,Umbrella,Rihanna featuring Jay-Z,2007,165.045,pop urbano,https://www.songlyrics.com/rihanna-featuring-jayz/umbrella-lyrics/,NA
3,The Sweet Escape,Gwen Stefani featuring Akon,2007,254.826,NA,https://www.songlyrics.com/gwen-stefani-featuring-akon/the-sweet-escape-lyrics/,"If I could escape I would but, first of all, let me say
I must apologize for acting stank and treating you this way
Cause I've been acting like sour milk all on the floor
It's your fault you didn't shut the refrigerator
Maybe that's the reason I've been acting so cold?
If I could escape and recreate a place that's my own world
...
And I could be your favorite girl forever, perfectly together
...
Tell me boy now wouldn't that be sweet?
(The sweet escape)
If I could be sweet
(Sorry boy)
I know I've been a real bad girl
(I'll try to change)
I didn't mean for you to get hurt whatsoever
We can make it better
Tell me boy now wouldn't that be sweet?
(Sweet escape, sweet escape)
...
I want to get away to our sweet escape
I want to get away, yeah
...
You held me down, I'm at my lowest boiling point
Come help me out, I need to get me out of this joint
Come on let's bounce, counting on you to turn me around
Instead of clowning around, let's look for some common ground
So baby, times get a little crazy
I've been getting a little lazy waiting on you to come save me
I can see that your angry by the way that you treat me
Hopefully you don't leave me, wanna take you with me
If I could escape and recreate a place that's my own world
...
And I could be your favorite girl forever, perfectly together
...
And tell me boy now wouldn't that be sweet?
(The sweet escape)
If I could be sweet
(Sorry boy)
I know I've been a real bad girl
(I'll try to change)
I didn't mean for you to get hurt whatsoever
We can make it better
And tell me boy now wouldn't that be sweet?
(Sweet escape, sweet escape)
If I could escape, if I could escape
...
â€ Cause I've been acting like sour milk all on the floor
It's your fault you didn't shut the refrigerator
Maybe that's the reason I've been acting so cold?
If I could escape and recreate a place that's my own world
And I could be your favorite girl forever, perfectly together
...
And tell me boy now wouldn't that be sweet?
(The sweet escape)
If I could be sweet
(Sorry boy)
I know I've been a real bad girl
(I'll try to change)
I didn't mean for you to get hurt whatsoever
We can make it better
And tell me boy now wouldn't that be sweet?
(Sweet escape, sweet escape)
I want to get away to our sweet escape
I want to get away, yeah
..."
1,Low,Flo Rida featuring T-Pain,2008,251.213,NA,https://www.songlyrics.com/flo-rida-featuring-tpain/low-lyrics/,NA
2,Bleeding Love,Leona Lewis,2008,262.466,NA,https://www.songlyrics.com/leona-lewis/bleeding-love-lyrics/,"Closed off from love
I didn't need the pain
Once or twice was enough
And it was all in vain
Time starts to pass
Before you know it you're frozen
But something happened
For the very first time with you
My heart melted to the ground
Found something true
And everyone's looking around
Thinking I'm going crazy
But I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vein
That I keep on closing
You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open
Trying hard not to hear
But they talk so loud
Their piercing sounds fill my ears
Try to fill me with doubt
Yet I know that the goalIs to keep me from falling
But nothing's greater than the rush
That comes with your embrace
And in this world of loneliness
I see your face
Yet everyone around me
Thinks that I'm going crazy
Maybe, maybe
But I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vain
That I keep on closing
You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open
And it's draining all of me
Oh, they find it hard to believe
I'll be wearing these scars
For everyone to see
I don't care what they say
I'm in love with you
They try to pull me away
But they don't know the truth
My heart's crippled by the vain
That I keep on closing
You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open and I
Keep bleeding
Keep, keep bleeding love
I keep bleeding
I keep, keep bleeding love
Keep bleeding
Keep, keep bleeding love
You cut me open and I
Keep bleeding
Keep, keep bleeding love"
3,No One,Alicia Keys,2008,253.813,r&b,https://www.songlyrics.com/alicia-keys/no-one-lyrics/,"I just want you close
Where you can stay forever
You can be sure
That it will only get better
You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright
And no one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you
When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain
You and me together
Through the days and nights
I don't worry 'cause
Everything's gonna be alright
People keep talking
They can say what they like
But all I know is
Everything's gonna be alright
No one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel
I know some people search the world
To find something like what we have
I know people will try, try to divide something so real
So till the end of time, I'm telling you that in the world
No one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you"
1,Boom Boom Pow,The Black Eyed Peas,2009,251.44,NA,https://www.songlyrics.com/the-black-eyed-peas/boom-boom-pow-lyrics/,"Gotta get-get, gotta get-get
Gotta get-get, gotta g-g-g-get-get-get, get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom
Yo, I got that hit that beat the block
You can get that bass overload
I got the that rock and roll
That future flow
That digital spit
Next level visual shit
I got that boom boom pow
How the beat bang, boom boom pow
I like that boom boom pow
Them chickens jackin' my style
They try copy my swagger
I'm on that next shit now
I'm so 3008
You so 2000 and late
I got that boom, boom, boom
That future boom, boom, boom
Let me get it now
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom pow
I'm on the supersonic boom
Y'all hear the spaceship zoom
When, when I step inside the room
Them girls go ape-shit, uh
Y'all stuck on Super 8 shit
That low-fi stupid 8 bit
I'm on that HD flat
This beat go boom boom bap
I'm a beast when you turn me on
Into the future cybertron
Harder, faster, better, stronger
Sexy ladies extra longer
'Cause we got the beat that bounce
We got the beat that pound
We got the beat that 808
That the boom, boom in your town
People in the place
If you wanna get down
Put your hands in the air
Will.i.am drop the beat now
Yup, yup
I be rockin' them beats, yup, yup
I be rockin' them beats, y-y-yup, yup
Here we go, here we go, satellite radio
Y'all gettin' hit with boom boom
Beats so big I'm steppin' on leprechauns
Shittin' on y'all with the boom boom
Shittin' on y'all you with the boom boom
Shittin' on y'all you with the
This beat be bumpin', bumpin'
This beat go boom, boom
Let the beat rock
Let the beat rock
Let the beat rock
This beat be bumpin', bumpin'
This beat go boom, boom
I like that boom boom pow
Them chickens jackin' my style
They try copy my swagger
I'm on that next shit now
I'm so 3008
You so 2000 and late
I got that boom boom boom
That future boom boom boom
Let me get it now
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom pow
Let the beat rock
(Let the beat rock)
Let the beat rock
(Let the beat)
Let the beat
(Let the beat rock, rock, rock, rock)"
2,Poker Face,Lady Gaga,2009,237.2,art pop,https://www.songlyrics.com/lady-gaga/poker-face-lyrics/,"Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
I wanna hold em like they do in Texas Plays
Fold em let em hit me raise it baby stay with me, I love it
Luck and intuition play the cards with Spades to start
And after he's been hooked I'll play the one that's on his heart
Oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh, oh
I'll get him hot, show him what I've got
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
I wanna roll with him a hard pair we will be
A little gambling is fun when you're with me, I love it
Russian Roulette is not the same without a gun
And baby when it's love if it's not rough it isn't fun, fun
Oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh, oh
I'll get him hot, show him what I've got
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
(Mum mum mum mah)
(Mum mum mum mah)
I won't tell you that I love you
Kiss or hug you
Cause I'm bluffin' with my muffin
I'm not lying I'm just stunnin' with my love-glue-gunning
Just like a chick in the casino
Take your bank before I pay you out
I promise this, promise this
Check this hand cause I'm marvelous
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
P-p-p-poker face, p-p-poker face
P-p-p-poker face, p-p-poker face
(She's got to love nobody)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)"
3,Just Dance,Lady Gaga featuring Colby O'Donis,2009,233.986,NA,https://www.songlyrics.com/lady-gaga-featuring-colby-odonis/just-dance-lyrics/,NA
1,Tik Tok,Kesha,2010,200.186,NA,https://www.songlyrics.com/kesha/tik-tok-lyrics/,"Wake up in the morning feelin like Pee Diddy
Got my glasses im out the door im gonna hit this city
Before i leave, brush my teeth with a bottle of jack
cause when i leave for the night, i aint commin back
im talking pedicures on our toes (toes) 
trying on all our clothes (clothes)
Boys blowing up our phones (phones)
tryin to get a little tipssy!
Dont stop make it pop 
DJ blow my speakers up
tonight imma fight til we see the sunlight
TIK TOK on the clock, but the party dont stop no
whoa whoa whoa oh (oh)
whoa whoa whoa oh
Dont care in the world,
i got plenty of beer
aint got no money in my pocket but im already here!
And now the boys are lining up cause they hear we got swagger
But we kick 'em to the curb unless they look like Mc' Jagger!
Im talkin bout 
everybody;s gettin crunk (crunk)
Boys try to touch my junk (junk)
Smack them if they get to drunk (drunk)
now, now we go til they kick us out (out)
or the police shut us down (down)
police shut us down (down)
po po shut us ------
Dont stop make it pop 
DJ blow my speakers up
tonight imma fight til we see the sunlight
TIK TOK on the clock
but the party dont stop no
whoa whoa whoa whoa (oh)
whoa whoa whoa whoa (oh)
DJ, 
U built me up,
u break me down 
my heart pounds yea you got me.
with my hands up
you got me now 
u got that sound, yea you got me
with my hands up
put your hands up
BBBBAAAALLLLLAAAAA!!!!
NOW THE PARTY DONT START TIL I GET HERE!
dont stop make it pop 
DJ blow my speakers up
tonight imma fight til we see the sunlight
TIK TOK on the clock 
but the party dont stop no
woah woah whoa whoa (oh)
woah whoa whoa whoa (oh)"
2,Need You Now,Lady Antebellum,2010,277.573,country,https://www.songlyrics.com/lady-antebellum/need-you-now-lyrics/,"Picture perfect memories
Scattered all around the floor
Reaching for the phone 'cause
I can't fight it anymore
And I wonder if I
Ever cross your mind
For me it happens all the time
It's a quarter after one
I'm all alone
And I need you now
Said I wouldn't call
But I've lost all control
And I need you now
And I don't know how
I can do without
I just need you now
Another shot of whiskey
Can't stop looking at the door
Wishing you'd come sweeping
In the way you did before
And I wonder if I
Ever cross your mind
For me it happens all the time
It's a quarter after one
I'm a little drunk
And I need you now
Said I wouldn't call
But I've lost all control
And I need you now
And I don't know how
I can do without
I just need you now
Whoa, whoa
Guess I'd rather hurt
Than feel nothing at all
It's a quarter after one
I'm all alone
And I need you now
And I said I wouldn't call
But I'm a little drunk
And I need you now
And I don't know how
I can do without
I just need you now
I just need you now
Oh baby, I need you now"
3,"Hey, Soul Sister",Train,2010,216.773,soft pop,https://www.songlyrics.com/train/hey-soul-sister-lyrics/,"Hey, hey, hey
Your lipstick stains
On the front lobe of my left side brains
I knew I wouldn't forget you
And so I went and let you blow my mind
Your sweet moonbeam
The smell of you in every single dream I dream
I knew when we collided
You're the one I have decided who's one of my kind
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, hey, hey
Just in time
I'm so glad you have a one-track mind like me
You gave my life direction
A game show love connection we can't deny
I'm so obsessed
My heart is bound to beat right out my untrimmed chest
I believe in you, like a virgin, you're Madonna
And I'm always gonna wanna blow your mind
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
The way you can cut a rug
Watching you is the only drug I need
So gangsta, I'm so thug
You're the only one I'm dreaming of
You see, I can be myself now finally
In fact, there's nothing I can't be
I want the world to see you'll be with me
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, hey, hey (tonight)
Hey, hey, hey (tonight)"
